確定病名,發病日,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2022-07-07,台北市,信義區,M,0,70+,1,63000,63000020
19CoV,2022-07-07,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2022-07-07,桃園市,八德區,M,0,70+,1,68000,68000080
19CoV,2022-07-07,苗栗縣,公館鄉,M,0,70+,1,10005,10005090
19CoV,2022-07-07,新竹市,北區,F,0,65~69,1,10018,10018020
19CoV,2022-07-07,台北市,北投區,M,0,70+,1,63000,63000120
19CoV,2022-07-07,雲林縣,北港鎮,M,0,65~69,1,10009,10009060
19CoV,2022-07-07,台南市,南區,M,0,70+,1,67000,67000330
19CoV,2022-07-07,南投縣,南投市,F,0,70+,1,10008,10008010
19CoV,2022-07-07,台東縣,台東市,M,0,65~69,2,10014,10014010
19CoV,2022-07-07,台南市,善化區,M,0,70+,1,67000,67000190
19CoV,2022-07-07,雲林縣,四湖鄉,M,0,70+,1,10009,10009180
19CoV,2022-07-07,南投縣,國姓鄉,M,0,70+,1,10008,10008100
19CoV,2022-07-07,新北市,土城區,M,0,55~59,1,65000,65000130
19CoV,2022-07-07,台北市,大同區,M,0,70+,1,63000,63000060
19CoV,2022-07-07,苗栗縣,大湖鄉,F,0,70+,1,10005,10005080
19CoV,2022-07-07,台中市,大甲區,M,0,70+,1,66000,66000110
19CoV,2022-07-07,台中市,大里區,M,0,70+,1,66000,66000280
19CoV,2022-07-07,台中市,大雅區,F,0,55~59,1,66000,66000180
19CoV,2022-07-07,台中市,大雅區,F,0,70+,1,66000,66000180
19CoV,2022-07-07,台南市,安南區,M,0,70+,1,67000,67000350
19CoV,2022-07-07,基隆市,安樂區,M,0,70+,1,10017,10017060
19CoV,2022-07-07,高雄市,小港區,F,0,70+,1,64000,64000110
19CoV,2022-07-07,高雄市,左營區,F,0,65~69,1,64000,64000030
19CoV,2022-07-07,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2022-07-07,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CoV,2022-07-07,台南市,新營區,M,0,70+,1,67000,67000010
19CoV,2022-07-07,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2022-07-07,高雄市,旗山區,F,0,70+,1,64000,64000300
19CoV,2022-07-07,台南市,東區,F,0,70+,1,67000,67000320
19CoV,2022-07-07,台南市,東山區,M,0,70+,1,67000,67000060
19CoV,2022-07-07,台東縣,東河鄉,M,0,50~54,1,10014,10014070
19CoV,2022-07-07,屏東縣,枋山鄉,M,0,60~64,1,10013,10013250
19CoV,2022-07-07,屏東縣,枋山鄉,F,0,70+,1,10013,10013250
19CoV,2022-07-07,雲林縣,林內鄉,F,0,70+,1,10009,10009100
19CoV,2022-07-07,台南市,柳營區,M,0,55~59,1,67000,67000040
19CoV,2022-07-07,桃園市,桃園區,M,0,35~39,1,68000,68000010
19CoV,2022-07-07,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2022-07-07,嘉義縣,民雄鄉,M,0,70+,1,10010,10010050
19CoV,2022-07-07,嘉義縣,水上鄉,F,0,60~64,1,10010,10010120
19CoV,2022-07-07,嘉義縣,溪口鄉,F,0,70+,1,10010,10010060
19CoV,2022-07-07,彰化縣,溪州鄉,M,0,70+,1,10007,10007260
19CoV,2022-07-07,台中市,神岡區,F,0,70+,1,66000,66000160
19CoV,2022-07-07,南投縣,竹山鎮,M,0,60~64,1,10008,10008040
19CoV,2022-07-07,台北市,萬華區,F,0,70+,1,63000,63000071
19CoV,2022-07-07,台北市,萬華區,F,0,70+,1,63000,63000070
19CoV,2022-07-07,台北市,萬華區,F,0,70+,1,63000,63000072
19CoV,2022-07-07,新北市,萬里區,F,0,70+,1,65000,65000280
19CoV,2022-07-07,桃園市,蘆竹區,F,0,70+,1,68000,68000050
19CoV,2022-07-07,雲林縣,西螺鎮,M,0,70+,1,10009,10009040
19CoV,2022-07-07,高雄市,路竹區,F,0,70+,1,64000,64000240
19CoV,2022-07-07,苗栗縣,頭份市,M,0,20~24,1,10005,10005050
19CoV,2022-07-07,新竹市,香山區,M,0,70+,1,10018,10018030
19CoV,2022-07-07,高雄市,鳳山區,F,0,65~69,1,64000,64000120
19CoV,2022-07-07,高雄市,鳳山區,F,0,70+,1,64000,64000120
19CoV,2022-07-07,桃園市,龜山區,M,0,70+,1,68000,68000070
19CoV,2022-07-08,高雄市,三民區,F,0,70+,1,64000,64000051
19CoV,2022-07-08,高雄市,三民區,F,0,70+,1,64000,64000050
19CoV,2022-07-08,高雄市,三民區,F,0,70+,1,64000,64000052
19CoV,2022-07-08,台南市,下營區,M,0,70+,1,67000,67000080
19CoV,2022-07-08,新北市,中和區,F,0,70+,1,65000,65000030
19CoV,2022-07-08,桃園市,中壢區,M,0,70+,1,68000,68000020
19CoV,2022-07-08,台北市,中山區,F,0,65~69,1,63000,63000040
19CoV,2022-07-08,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2022-07-08,基隆市,中正區,F,0,65~69,1,10017,10017010
19CoV,2022-07-08,基隆市,中正區,F,0,70+,1,10017,10017010
19CoV,2022-07-08,彰化縣,二林鎮,F,0,70+,1,10007,10007200
19CoV,2022-07-08,宜蘭縣,五結鄉,F,0,70+,1,10002,10002090
19CoV,2022-07-08,屏東縣,內埔鄉,M,0,70+,1,10013,10013130
19CoV,2022-07-08,台北市,內湖區,M,0,70+,1,63000,63000100
19CoV,2022-07-08,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2022-07-08,高雄市,前鎮區,M,0,20~24,1,64000,64000090
19CoV,2022-07-08,高雄市,前鎮區,M,0,70+,1,64000,64000090
19CoV,2022-07-08,台中市,北區,F,0,55~59,1,66000,66000050
19CoV,2022-07-08,台北市,北投區,F,0,60~64,1,63000,63000120
19CoV,2022-07-08,台南市,南區,M,0,65~69,1,67000,67000330
19CoV,2022-07-08,台南市,南區,F,0,70+,2,67000,67000330
19CoV,2022-07-08,台東縣,台東市,M,0,50~54,1,10014,10014010
19CoV,2022-07-08,台東縣,台東市,M,0,65~69,1,10014,10014010
19CoV,2022-07-08,台中市,后里區,F,0,70+,1,66000,66000150
19CoV,2022-07-08,彰化縣,埔鹽鄉,M,0,65~69,1,10007,10007140
19CoV,2022-07-08,嘉義縣,大林鎮,F,0,70+,1,10010,10010040
19CoV,2022-07-08,嘉義縣,大林鎮,M,0,70+,1,10010,10010040
19CoV,2022-07-08,台中市,大肚區,M,0,70+,1,66000,66000240
19CoV,2022-07-08,台中市,大里區,M,0,70+,1,66000,66000280
19CoV,2022-07-08,台南市,學甲區,F,0,70+,1,67000,67000130
19CoV,2022-07-08,基隆市,安樂區,F,0,70+,1,10017,10017060
19CoV,2022-07-08,高雄市,左營區,F,0,70+,1,64000,64000030
19CoV,2022-07-08,彰化縣,彰化市,F,0,70+,1,10007,10007010
19CoV,2022-07-08,雲林縣,斗南鎮,F,0,70+,2,10009,10009020
19CoV,2022-07-08,新竹縣,新埔鎮,F,0,70+,1,10004,10004030
19CoV,2022-07-08,桃園市,新屋區,F,0,70+,1,68000,68000110
19CoV,2022-07-08,台中市,新社區,M,0,65~69,2,66000,66000190
19CoV,2022-07-08,高雄市,新興區,M,0,55~59,1,64000,64000060
19CoV,2022-07-08,嘉義市,東區,M,0,55~59,1,10020,10020010
19CoV,2022-07-08,嘉義市,東區,M,0,70+,1,10020,10020010
19CoV,2022-07-08,台中市,東勢區,M,0,60~64,1,66000,66000100
19CoV,2022-07-08,嘉義縣,東石鄉,M,0,70+,1,10010,10010090
19CoV,2022-07-08,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2022-07-08,雲林縣,林內鄉,M,0,70+,1,10009,10009100
19CoV,2022-07-08,新北市,林口區,M,0,70+,1,65000,65000170
19CoV,2022-07-08,高雄市,林園區,F,0,70+,1,64000,64000130
19CoV,2022-07-08,嘉義縣,梅山鄉,M,0,70+,1,10010,10010150
19CoV,2022-07-08,南投縣,水里鄉,F,0,70+,1,10008,10008110
19CoV,2022-07-08,新北市,淡水區,M,0,70+,1,65000,65000100
19CoV,2022-07-08,嘉義縣,溪口鄉,M,0,70+,1,10010,10010060
19CoV,2022-07-08,彰化縣,溪州鄉,M,0,70+,1,10007,10007260
19CoV,2022-07-08,彰化縣,溪湖鎮,M,0,0~4,1,10007,10007110
19CoV,2022-07-08,彰化縣,溪湖鎮,M,0,70+,1,10007,10007110
19CoV,2022-07-08,台中市,潭子區,M,0,45~49,1,66000,66000170
19CoV,2022-07-08,台中市,烏日區,M,0,70+,1,66000,66000230
19CoV,2022-07-08,台南市,玉井區,M,0,70+,1,67000,67000230
19CoV,2022-07-08,彰化縣,田中鎮,F,0,70+,1,10007,10007120
19CoV,2022-07-08,花蓮縣,秀林鄉,M,0,50~54,1,10015,10015110
19CoV,2022-07-08,高雄市,苓雅區,F,0,70+,1,64000,64000080
19CoV,2022-07-08,苗栗縣,苗栗市,M,0,60~64,1,10005,10005010
19CoV,2022-07-08,苗栗縣,苗栗市,M,0,70+,1,10005,10005010
19CoV,2022-07-08,南投縣,草屯鎮,F,0,70+,1,10008,10008030
19CoV,2022-07-08,台北市,萬華區,M,0,70+,1,63000,63000071
19CoV,2022-07-08,台北市,萬華區,M,0,70+,1,63000,63000070
19CoV,2022-07-08,台北市,萬華區,M,0,70+,1,63000,63000072
19CoV,2022-07-08,雲林縣,虎尾鎮,M,0,70+,1,10009,10009030
19CoV,2022-07-08,雲林縣,西螺鎮,M,0,70+,1,10009,10009040
19CoV,2022-07-08,金門縣,金城鎮,M,0,70+,1,09020,09020010
19CoV,2022-07-08,嘉義縣,阿里山鄉,F,0,70+,1,10010,10010180
19CoV,2022-07-08,澎湖縣,馬公市,F,0,70+,1,10016,10016010
19CoV,2022-07-08,高雄市,鳳山區,M,0,70+,1,64000,64000120
19CoV,2022-07-08,彰化縣,鹿港鎮,M,0,70+,1,10007,10007020
19CoV,2022-07-08,台南市,麻豆區,F,0,70+,1,67000,67000070
19CoV,2022-07-08,桃園市,龜山區,M,0,70+,1,68000,68000070
19CoV,2022-07-09,新北市,中和區,F,0,70+,1,65000,65000030
19CoV,2022-07-09,台南市,中西區,M,0,70+,1,67000,67000370
19CoV,2022-07-09,彰化縣,二林鎮,F,0,30~34,1,10007,10007200
19CoV,2022-07-09,基隆市,仁愛區,F,0,70+,1,10017,10017040
19CoV,2022-07-09,台南市,佳里區,M,0,70+,1,67000,67000120
19CoV,2022-07-09,高雄市,內門區,F,0,70+,1,64000,64000350
19CoV,2022-07-09,桃園市,八德區,M,0,70+,1,68000,68000080
19CoV,2022-07-09,高雄市,前鎮區,M,0,70+,1,64000,64000090
19CoV,2022-07-09,台中市,北屯區,F,0,60~64,1,66000,66000080
19CoV,2022-07-09,台中市,南屯區,F,0,70+,2,66000,66000070
19CoV,2022-07-09,台東縣,台東市,M,0,70+,1,10014,10014010
19CoV,2022-07-09,彰化縣,和美鎮,M,0,65~69,1,10007,10007030
19CoV,2022-07-09,彰化縣,埔心鄉,M,0,65~69,1,10007,10007150
19CoV,2022-07-09,南投縣,埔里鎮,M,0,70+,1,10008,10008020
19CoV,2022-07-09,宜蘭縣,壯圍鄉,F,0,70+,1,10002,10002060
19CoV,2022-07-09,高雄市,大寮區,F,0,70+,1,64000,64000140
19CoV,2022-07-09,苗栗縣,大湖鄉,M,0,70+,1,10005,10005080
19CoV,2022-07-09,台中市,大肚區,M,0,70+,1,66000,66000240
19CoV,2022-07-09,屏東縣,屏東市,M,0,50~54,1,10013,10013010
19CoV,2022-07-09,彰化縣,彰化市,F,0,70+,1,10007,10007010
19CoV,2022-07-09,彰化縣,彰化市,M,0,70+,1,10007,10007010
19CoV,2022-07-09,雲林縣,斗南鎮,M,0,70+,1,10009,10009020
19CoV,2022-07-09,台南市,新市區,F,0,70+,1,67000,67000200
19CoV,2022-07-09,嘉義縣,朴子市,M,0,70+,1,10010,10010020
19CoV,2022-07-09,新北市,板橋區,M,0,60~64,1,65000,65000010
19CoV,2022-07-09,桃園市,楊梅區,M,0,55~59,1,68000,68000040
19CoV,2022-07-09,花蓮縣,玉里鎮,F,0,70+,1,10015,10015030
19CoV,2022-07-09,彰化縣,社頭鄉,F,0,70+,1,10007,10007170
19CoV,2022-07-09,南投縣,竹山鎮,M,0,70+,1,10008,10008040
19CoV,2022-07-09,宜蘭縣,羅東鎮,F,0,70+,1,10002,10002020
19CoV,2022-07-09,彰化縣,花壇鄉,F,0,70+,1,10007,10007080
19CoV,2022-07-09,苗栗縣,苑裡鎮,M,0,65~69,1,10005,10005020
19CoV,2022-07-09,苗栗縣,苗栗市,F,0,70+,1,10005,10005010
19CoV,2022-07-09,南投縣,草屯鎮,M,0,55~59,1,10008,10008030
19CoV,2022-07-09,新北市,蘆洲區,F,0,70+,1,65000,65000140
19CoV,2022-07-09,台中市,西屯區,M,0,70+,1,66000,66000060
19CoV,2022-07-09,屏東縣,長治鄉,M,0,70+,1,10013,10013060
19CoV,2022-07-09,台南市,關廟區,F,0,70+,1,67000,67000290
19CoV,2022-07-09,苗栗縣,頭份市,F,0,70+,1,10005,10005050
19CoV,2022-07-09,彰化縣,鹿港鎮,M,0,70+,1,10007,10007020
19CoV,2022-07-10,桃園市,中壢區,M,0,60~64,1,68000,68000020
19CoV,2022-07-10,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2022-07-10,台北市,中正區,M,0,70+,1,63000,63000050
19CoV,2022-07-10,台南市,中西區,M,0,55~59,1,67000,67000370
19CoV,2022-07-10,台北市,內湖區,M,0,70+,1,63000,63000100
19CoV,2022-07-10,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2022-07-10,桃園市,八德區,M,0,70+,2,68000,68000080
19CoV,2022-07-10,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2022-07-10,台南市,北門區,M,0,70+,1,67000,67000170
19CoV,2022-07-10,花蓮縣,吉安鄉,M,0,65~69,1,10015,10015050
19CoV,2022-07-10,彰化縣,員林市,M,0,70+,1,10007,10007100
19CoV,2022-07-10,彰化縣,埔鹽鄉,M,0,70+,1,10007,10007140
19CoV,2022-07-10,台北市,士林區,F,0,70+,1,63000,63000110
19CoV,2022-07-10,台中市,大里區,F,0,70+,1,66000,66000280
19CoV,2022-07-10,台中市,太平區,F,0,70+,1,66000,66000270
19CoV,2022-07-10,屏東縣,屏東市,M,0,60~64,1,10013,10013010
19CoV,2022-07-10,台南市,左鎮區,M,0,60~64,1,67000,67000260
19CoV,2022-07-10,彰化縣,彰化市,M,0,65~69,1,10007,10007010
19CoV,2022-07-10,嘉義縣,新港鄉,M,0,70+,1,10010,10010070
19CoV,2022-07-10,高雄市,新興區,F,0,70+,1,64000,64000060
19CoV,2022-07-10,台北市,松山區,M,0,70+,1,63000,63000010
19CoV,2022-07-10,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2022-07-10,高雄市,楠梓區,M,0,45~49,1,64000,64000040
19CoV,2022-07-10,雲林縣,水林鄉,M,0,55~59,1,10009,10009200
19CoV,2022-07-10,彰化縣,田中鎮,F,0,70+,1,10007,10007120
19CoV,2022-07-10,彰化縣,芬園鄉,F,0,70+,1,10007,10007090
19CoV,2022-07-10,台中市,西屯區,F,0,70+,1,66000,66000060
19CoV,2022-07-10,台中市,西屯區,M,0,70+,1,66000,66000060
19CoV,2022-07-10,雲林縣,西螺鎮,F,0,70+,1,10009,10009040
19CoV,2022-07-10,高雄市,鳳山區,M,0,70+,1,64000,64000120
19CoV,2022-07-11,基隆市,七堵區,F,0,70+,1,10017,10017020
19CoV,2022-07-11,新北市,三峽區,M,0,60~64,1,65000,65000090
19CoV,2022-07-11,新北市,三峽區,F,0,70+,1,65000,65000090
19CoV,2022-07-11,新北市,三重區,M,0,40~44,1,65000,65000020
19CoV,2022-07-11,新北市,三重區,M,0,70+,1,65000,65000020
19CoV,2022-07-11,嘉義縣,中埔鄉,F,0,70+,2,10010,10010130
19CoV,2022-07-11,彰化縣,二林鎮,M,0,70+,1,10007,10007200
19CoV,2022-07-11,新北市,五股區,M,0,60~64,1,65000,65000150
19CoV,2022-07-11,雲林縣,元長鄉,M,0,70+,1,10009,10009170
19CoV,2022-07-11,台中市,北區,F,0,65~69,1,66000,66000050
19CoV,2022-07-11,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2022-07-11,雲林縣,北港鎮,F,0,50~54,1,10009,10009060
19CoV,2022-07-11,彰化縣,和美鎮,F,0,70+,1,10007,10007030
19CoV,2022-07-11,彰化縣,員林市,F,0,70+,1,10007,10007100
19CoV,2022-07-11,台南市,善化區,F,0,70+,1,67000,67000190
19CoV,2022-07-11,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2022-07-11,嘉義縣,大林鎮,M,0,70+,1,10010,10010040
19CoV,2022-07-11,屏東縣,崁頂鄉,F,0,70+,1,10013,10013180
19CoV,2022-07-11,高雄市,左營區,F,0,70+,1,64000,64000030
19CoV,2022-07-11,彰化縣,彰化市,M,0,55~59,1,10007,10007010
19CoV,2022-07-11,雲林縣,斗南鎮,M,0,70+,1,10009,10009020
19CoV,2022-07-11,屏東縣,新園鄉,F,0,70+,1,10013,10013170
19CoV,2022-07-11,桃園市,新屋區,F,0,70+,1,68000,68000110
19CoV,2022-07-11,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2022-07-11,嘉義縣,朴子市,F,0,70+,1,10010,10010020
19CoV,2022-07-11,嘉義市,東區,F,0,70+,1,10020,10020010
19CoV,2022-07-11,台南市,東區,F,0,70+,1,67000,67000320
19CoV,2022-07-11,新竹市,東區,M,0,70+,1,10018,10018010
19CoV,2022-07-11,台中市,東區,M,0,70+,1,66000,66000020
19CoV,2022-07-11,新北市,板橋區,M,0,55~59,1,65000,65000010
19CoV,2022-07-11,屏東縣,枋寮鄉,M,0,55~59,1,10013,10013160
19CoV,2022-07-11,高雄市,林園區,M,0,65~69,1,64000,64000130
19CoV,2022-07-11,新北市,樹林區,M,0,45~49,1,65000,65000070
19CoV,2022-07-11,新北市,永和區,F,0,50~54,1,65000,65000040
19CoV,2022-07-11,花蓮縣,玉里鎮,F,0,70+,1,10015,10015030
19CoV,2022-07-11,彰化縣,社頭鄉,F,0,70+,1,10007,10007170
19CoV,2022-07-11,彰化縣,社頭鄉,M,0,70+,1,10007,10007170
19CoV,2022-07-11,新竹縣,竹北市,F,0,70+,1,10004,10004010
19CoV,2022-07-11,宜蘭縣,羅東鎮,M,0,70+,1,10002,10002020
19CoV,2022-07-11,苗栗縣,苗栗市,M,0,50~54,1,10005,10005010
19CoV,2022-07-11,屏東縣,萬巒鄉,M,0,35~39,1,10013,10013120
19CoV,2022-07-11,雲林縣,褒忠鄉,M,0,70+,1,10009,10009150
19CoV,2022-07-11,嘉義市,西區,F,0,70+,1,10020,10020020
19CoV,2022-07-11,嘉義市,西區,M,0,70+,1,10020,10020020
19CoV,2022-07-11,新竹市,香山區,F,0,45~49,1,10018,10018030
19CoV,2022-07-11,高雄市,鳳山區,F,0,70+,1,64000,64000120
19CoV,2022-07-11,高雄市,鳳山區,M,0,70+,1,64000,64000120
19CoV,2022-07-11,高雄市,鼓山區,F,0,70+,1,64000,64000020
19CoV,2022-07-11,桃園市,龍潭區,F,0,70+,1,68000,68000090
19CoV,2022-07-12,新北市,三重區,M,0,55~59,1,65000,65000020
19CoV,2022-07-12,新北市,三重區,F,0,60~64,1,65000,65000020
19CoV,2022-07-12,新北市,三重區,M,0,70+,2,65000,65000020
19CoV,2022-07-12,新北市,中和區,F,0,70+,1,65000,65000030
19CoV,2022-07-12,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2022-07-12,台北市,中正區,M,0,70+,1,63000,63000050
19CoV,2022-07-12,台南市,中西區,F,0,70+,1,67000,67000370
19CoV,2022-07-12,宜蘭縣,五結鄉,F,0,70+,1,10002,10002090
19CoV,2022-07-12,台北市,信義區,F,0,70+,1,63000,63000020
19CoV,2022-07-12,屏東縣,內埔鄉,M,0,65~69,1,10013,10013130
19CoV,2022-07-12,高雄市,前鎮區,M,0,70+,1,64000,64000090
19CoV,2022-07-12,台南市,北區,F,0,70+,1,67000,67000340
19CoV,2022-07-12,台北市,北投區,M,0,70+,1,63000,63000120
19CoV,2022-07-12,台南市,南化區,M,0,70+,1,67000,67000250
19CoV,2022-07-12,台東縣,台東市,F,0,70+,1,10014,10014010
19CoV,2022-07-12,花蓮縣,吉安鄉,F,0,45~49,1,10015,10015050
19CoV,2022-07-12,花蓮縣,吉安鄉,M,0,70+,1,10015,10015050
19CoV,2022-07-12,彰化縣,員林市,F,0,70+,1,10007,10007100
19CoV,2022-07-12,彰化縣,埔心鄉,M,0,70+,1,10007,10007150
19CoV,2022-07-12,台北市,士林區,F,0,70+,1,63000,63000110
19CoV,2022-07-12,台北市,士林區,M,0,70+,1,63000,63000110
19CoV,2022-07-12,台中市,大安區,M,0,65~69,1,66000,66000220
19CoV,2022-07-12,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2022-07-12,台北市,大安區,M,0,70+,1,63000,63000030
19CoV,2022-07-12,台中市,大里區,F,0,55~59,1,66000,66000280
19CoV,2022-07-12,台中市,大里區,F,0,70+,1,66000,66000280
19CoV,2022-07-12,屏東縣,屏東市,F,0,60~64,1,10013,10013010
19CoV,2022-07-12,高雄市,彌陀區,F,0,70+,1,64000,64000280
19CoV,2022-07-12,苗栗縣,後龍鎮,F,0,70+,1,10005,10005060
19CoV,2022-07-12,台東縣,成功鎮,F,0,70+,1,10014,10014020
19CoV,2022-07-12,雲林縣,斗六市,M,0,70+,1,10009,10009010
19CoV,2022-07-12,台南市,新市區,M,0,70+,1,67000,67000200
19CoV,2022-07-12,新北市,新店區,M,0,70+,2,65000,65000060
19CoV,2022-07-12,新北市,新莊區,M,0,0~4,1,65000,65000050
19CoV,2022-07-12,新北市,新莊區,M,0,25~29,1,65000,65000050
19CoV,2022-07-12,新北市,新莊區,F,0,70+,2,65000,65000050
19CoV,2022-07-12,台南市,東區,M,0,70+,1,67000,67000320
19CoV,2022-07-12,台北市,松山區,M,0,70+,1,63000,63000010
19CoV,2022-07-12,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2022-07-12,台南市,歸仁區,F,0,70+,1,67000,67000280
19CoV,2022-07-12,嘉義縣,水上鄉,F,0,70+,1,10010,10010120
19CoV,2022-07-12,南投縣,水里鄉,M,0,70+,1,10008,10008110
19CoV,2022-07-12,台南市,永康區,M,0,70+,1,67000,67000310
19CoV,2022-07-12,新北市,汐止區,M,0,70+,1,65000,65000110
19CoV,2022-07-12,台中市,沙鹿區,M,0,50~54,1,66000,66000130
19CoV,2022-07-12,新北市,淡水區,M,0,70+,1,65000,65000100
19CoV,2022-07-12,彰化縣,田尾鄉,F,0,70+,1,10007,10007210
19CoV,2022-07-12,南投縣,竹山鎮,M,0,70+,1,10008,10008040
19CoV,2022-07-12,嘉義縣,竹崎鄉,M,0,60~64,1,10010,10010140
19CoV,2022-07-12,花蓮縣,花蓮市,M,0,55~59,1,10015,10015010
19CoV,2022-07-12,苗栗縣,苑裡鎮,M,0,45~49,1,10005,10005020
19CoV,2022-07-12,高雄市,苓雅區,M,0,65~69,1,64000,64000080
19CoV,2022-07-12,雲林縣,褒忠鄉,F,0,70+,1,10009,10009150
19CoV,2022-07-12,嘉義市,西區,F,0,70+,1,10020,10020020
19CoV,2022-07-12,台中市,豐原區,F,0,70+,2,66000,66000090
19CoV,2022-07-12,台中市,豐原區,M,0,70+,1,66000,66000090
19CoV,2022-07-12,屏東縣,里港鄉,F,0,60~64,1,10013,10013090
19CoV,2022-07-12,苗栗縣,銅鑼鄉,M,0,70+,1,10005,10005100
19CoV,2022-07-12,台南市,關廟區,F,0,70+,1,67000,67000290
19CoV,2022-07-12,台東縣,鹿野鄉,F,0,70+,1,10014,10014050
19CoV,2022-07-13,新北市,三重區,M,0,65~69,1,65000,65000020
19CoV,2022-07-13,桃園市,中壢區,M,0,70+,1,68000,68000020
19CoV,2022-07-13,彰化縣,二林鎮,M,0,45~49,1,10007,10007200
19CoV,2022-07-13,高雄市,仁武區,F,0,70+,1,64000,64000170
19CoV,2022-07-13,台南市,佳里區,F,0,70+,1,67000,67000120
19CoV,2022-07-13,台北市,信義區,M,0,60~64,1,63000,63000020
19CoV,2022-07-13,苗栗縣,公館鄉,M,0,55~59,1,10005,10005090
19CoV,2022-07-13,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2022-07-13,屏東縣,南州鄉,M,0,70+,1,10013,10013200
19CoV,2022-07-13,台中市,后里區,F,0,70+,1,66000,66000150
19CoV,2022-07-13,彰化縣,和美鎮,M,0,55~59,1,10007,10007030
19CoV,2022-07-13,南投縣,埔里鎮,F,0,60~64,1,10008,10008020
19CoV,2022-07-13,宜蘭縣,壯圍鄉,M,0,70+,1,10002,10002060
19CoV,2022-07-13,桃園市,大園區,M,0,70+,1,68000,68000060
19CoV,2022-07-13,彰化縣,大村鄉,M,0,70+,1,10007,10007130
19CoV,2022-07-13,嘉義縣,大林鎮,M,0,70+,1,10010,10010040
19CoV,2022-07-13,台中市,大里區,F,0,70+,1,66000,66000280
19CoV,2022-07-13,台中市,太平區,M,0,70+,1,66000,66000270
19CoV,2022-07-13,高雄市,左營區,M,0,65~69,1,64000,64000030
19CoV,2022-07-13,嘉義縣,布袋鎮,M,0,60~64,1,10010,10010030
19CoV,2022-07-13,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2022-07-13,屏東縣,恆春鎮,F,0,70+,1,10013,10013040
19CoV,2022-07-13,屏東縣,新園鄉,M,0,60~64,1,10013,10013170
19CoV,2022-07-13,新竹縣,新埔鎮,M,0,70+,1,10004,10004030
19CoV,2022-07-13,台南市,新營區,M,0,70+,1,67000,67000010
19CoV,2022-07-13,高雄市,杉林區,F,0,70+,1,64000,64000340
19CoV,2022-07-13,台南市,東山區,F,0,70+,1,67000,67000060
19CoV,2022-07-13,新北市,板橋區,M,0,70+,2,65000,65000010
19CoV,2022-07-13,台南市,柳營區,M,0,70+,1,67000,67000040
19CoV,2022-07-13,桃園市,楊梅區,F,0,70+,1,68000,68000040
19CoV,2022-07-13,新北市,泰山區,M,0,55~59,1,65000,65000160
19CoV,2022-07-13,彰化縣,溪湖鎮,M,0,60~64,1,10007,10007110
19CoV,2022-07-13,彰化縣,社頭鄉,M,0,70+,1,10007,10007170
19CoV,2022-07-13,彰化縣,秀水鄉,M,0,70+,1,10007,10007070
19CoV,2022-07-13,高雄市,苓雅區,F,0,65~69,1,64000,64000080
19CoV,2022-07-13,新北市,蘆洲區,F,0,70+,1,65000,65000140
19CoV,2022-07-13,桃園市,蘆竹區,M,0,70+,1,68000,68000050
19CoV,2022-07-13,台中市,西區,F,0,45~49,1,66000,66000040
19CoV,2022-07-13,台中市,西屯區,M,0,70+,1,66000,66000060
19CoV,2022-07-13,台中市,豐原區,M,0,65~69,1,66000,66000090
19CoV,2022-07-13,台東縣,金峰鄉,M,0,70+,1,10014,10014140
19CoV,2022-07-13,澎湖縣,馬公市,F,0,70+,1,10016,10016010
19CoV,2022-07-13,屏東縣,高樹鄉,M,0,70+,1,10013,10013110
19CoV,2022-07-14,台中市,中區,F,0,70+,1,66000,66000010
19CoV,2022-07-14,新北市,中和區,F,0,70+,1,65000,65000030
19CoV,2022-07-14,嘉義縣,中埔鄉,M,0,70+,1,10010,10010130
19CoV,2022-07-14,台南市,佳里區,F,0,70+,1,67000,67000120
19CoV,2022-07-14,基隆市,信義區,F,0,70+,1,10017,10017070
19CoV,2022-07-14,台北市,信義區,M,0,70+,1,63000,63000020
19CoV,2022-07-14,台北市,內湖區,F,0,70+,1,63000,63000100
19CoV,2022-07-14,高雄市,六龜區,M,0,70+,1,64000,64000320
